image_id,label,color_group,r,g,b,contrast,thickness_nm
mock_00325,Monolayer,Light Blue,189.7686,204.8555,237.3604,-0.042856,0.318176
mock_00326,Monolayer,Light Blue,189.748,204.3457,237.8809,-0.043888,0.229881
mock_00327,Trilayer,Purple-Blue,127.624,147.001,209.5693,-0.157361,1.085958
mock_00328,Monolayer,Light Blue,189.5918,204.1201,237.6641,-0.056394,0.301208
mock_00329,Bilayer,Blue,154.5098,179.7393,219.8027,-0.079767,0.744614
mock_00330,Monolayer,Light Blue,189.291,204.2744,237.2256,-0.086152,0.378455
mock_00331,Few Layers,Green,114.3789,169.54,149.582,-0.233601,2.082587
mock_00332,Trilayer,Purple-Blue,127.5068,147.5312,209.6133,-0.135024,0.985823
mock_00333,Bulk,Yellow,187.2598,165.5254,121.5518,-0.313541,5.015825
mock_00334,Bilayer,Blue,154.4443,179.8896,219.3447,-0.11463,0.654218
mock_00335,Bilayer,Blue,154.2256,179.5068,219.5898,-0.086666,0.611397
mock_00336,Bilayer,Blue,154.5908,179.1875,219.6572,-0.116642,0.663822
mock_00337,Bilayer,Blue,153.9355,179.3096,219.7432,-0.093051,0.617801
mock_00338,Bilayer,Blue,154.2197,179.7783,219.7168,-0.112564,0.62306
mock_00339,Few Layers,Green,114.9766,169.7393,149.0938,-0.256841,2.230107
mock_00340,Bilayer,Blue,154.6289,179.6387,219.3242,-0.091906,0.558252
mock_00341,Few Layers,Green,114.293,169.5801,149.6875,-0.275465,2.272567
mock_00342,Bilayer,Blue,154.3506,179.4238,219.4082,-0.103043,0.757135
mock_00343,Bilayer,Blue,154.9365,179.3623,219.5547,-0.079169,0.827184
mock_00344,Monolayer,Light Blue,189.3984,204.3281,237.833,-0.03166,0.258508
mock_00345,Few Layers,Green,114.4834,169.4023,149.8857,-0.252097,2.310694
mock_00346,Monolayer,Light Blue,189.623,204.374,237.2529,-0.06839,0.367392
mock_00347,Monolayer,Light Blue,189.1787,204.3828,237.6182,-0.018599,0.250678
mock_00348,Monolayer,Light Blue,189.1914,204.4248,237.6133,-0.046569,0.282456
mock_00349,Bilayer,Blue,154.6299,179.0684,219.1279,-0.088567,0.69883
mock_00350,Monolayer,Light Blue,189.5928,204.2412,237.4277,-0.015512,0.424074
mock_00351,Trilayer,Purple-Blue,127.4492,147.1543,209.4756,-0.158594,1.162804
mock_00352,Few Layers,Green,114.2793,169.6328,149.5967,-0.245433,2.103851
mock_00353,Few Layers,Green,114.6016,169.6807,149.7188,-0.231924,2.115085
mock_00354,Monolayer,Light Blue,189.25,204.418,237.7354,-0.047713,0.237779
mock_00355,Few Layers,Green,114.791,169.0898,149.9004,-0.234368,2.232753
mock_00356,Trilayer,Purple-Blue,127.6367,147.4336,209.917,-0.178876,1.074176
mock_00357,Trilayer,Purple-Blue,127.2109,147.7832,208.8672,-0.183605,1.031762
mock_00358,Trilayer,Purple-Blue,127.3438,147.874,209.502,-0.154858,0.858803
mock_00359,Trilayer,Purple-Blue,127.7031,147.2891,209.8486,-0.179248,1.023811
mock_00360,Bilayer,Blue,154.2773,179.0859,219.1914,-0.108139,0.600515
mock_00361,Monolayer,Light Blue,189.7275,204.377,237.4932,-0.05606,0.265917
mock_00362,Few Layers,Green,114.2637,169.5928,149.3174,-0.237183,2.178787
mock_00363,Few Layers,Green,114.6445,169.8105,149.4922,-0.220268,2.175755
mock_00364,Trilayer,Purple-Blue,127.1992,147.7578,209.707,-0.135537,1.250487
mock_00365,Trilayer,Purple-Blue,127.3066,147.5322,209.7412,-0.153423,0.928822
mock_00366,Bilayer,Blue,154.5371,179.2002,219.6768,-0.116219,0.637678
mock_00367,Trilayer,Purple-Blue,127.2852,147.6758,209.502,-0.145517,1.037607
mock_00368,Bilayer,Blue,154.5869,179.1875,219.4902,-0.088072,0.516796
mock_00369,Bilayer,Blue,154.3564,179.6006,219.5566,-0.099121,0.61855
mock_00370,Bulk,Yellow,187.5205,165.6113,121.6816,-0.312419,4.799234
mock_00371,Trilayer,Purple-Blue,128.043,147.2871,209.3652,-0.193183,0.984552
mock_00372,Bulk,Yellow,187.3145,165.7002,121.8047,-0.336322,5.01304
mock_00373,Monolayer,Light Blue,189.0381,204.6172,238.0303,-0.074023,0.226781
mock_00374,Bulk,Yellow,187.6963,165.5625,121.6289,-0.326641,5.023518
mock_00375,Bulk,Yellow,187.6338,165.6895,121.6045,-0.335295,5.037838
mock_00376,Few Layers,Green,114.7979,169.3135,149.6143,-0.247473,2.159706
mock_00377,Bilayer,Blue,154.3184,179.3926,219.5752,-0.084132,0.558191
mock_00378,Trilayer,Purple-Blue,127.752,147.459,209.5117,-0.146823,0.979706
mock_00379,Monolayer,Light Blue,189.7598,204.793,237.1309,-0.050529,0.229407
mock_00380,Few Layers,Green,114.2627,169.2939,149.5762,-0.238831,2.130728
mock_00381,Bulk,Yellow,187.4961,165.4629,121.5713,-0.341976,5.018404
mock_00382,Bilayer,Blue,154.5879,179.2441,219.5049,-0.081133,0.57631
mock_00383,Bilayer,Blue,154.3457,179.5215,219.1963,-0.074986,0.644577
mock_00384,Few Layers,Green,114.3066,169.6406,149.6572,-0.265349,2.27521
mock_00385,Bilayer,Blue,154.8936,179.6025,219.7051,-0.097617,0.738374
mock_00386,Bilayer,Blue,154.0449,179.3496,219.375,-0.06831,0.608977
mock_00387,Monolayer,Light Blue,189.7744,204.5234,237.0576,-0.042159,0.44645
mock_00388,Monolayer,Light Blue,189.915,204.4756,237.2598,-0.053662,0.246231
mock_00389,Monolayer,Light Blue,190.375,204.4717,237.2295,-0.029641,0.452211
mock_00390,Bulk,Yellow,187.6982,165.3105,121.501,-0.307339,5.055517
mock_00391,Few Layers,Green,114.3008,169.9414,149.1572,-0.22472,2.281091
mock_00392,Monolayer,Light Blue,189.167,204.8545,238.1445,-0.057109,0.285059
mock_00393,Trilayer,Purple-Blue,127.251,147.4287,209.2334,-0.15384,1.021176
mock_00394,Bilayer,Blue,154.5732,179.3945,219.5127,-0.076102,0.473207
mock_00395,Bilayer,Blue,154.2441,179.5654,219.4287,-0.115313,0.732683
mock_00396,Trilayer,Purple-Blue,126.9678,147.1836,209.752,-0.172494,1.020756
mock_00397,Bilayer,Blue,154.5352,179.7373,219.3506,-0.093902,0.6365
mock_00398,Bilayer,Blue,154.0889,179.251,219.7129,-0.079978,0.759743
mock_00399,Monolayer,Light Blue,189.5107,204.2891,237.3447,-0.021466,0.415931
mock_00400,Monolayer,Light Blue,189.6719,204.1436,237.8232,-0.047698,0.271205
mock_00401,Few Layers,Green,114.4482,169.7607,149.7715,-0.263535,2.210479
mock_00402,Bilayer,Blue,154.2637,179.7344,219.6729,-0.117016,0.639334
mock_00403,Bilayer,Blue,154.4531,179.7207,219.4531,-0.097726,0.624514
mock_00404,Monolayer,Light Blue,189.4902,205.0352,237.2139,-0.048186,0.333112
mock_00405,Bulk,Yellow,187.3076,165.209,121.3867,-0.320241,4.967514
mock_00406,Few Layers,Green,114.2148,169.6191,149.2373,-0.239423,2.157807
mock_00407,Bilayer,Blue,154.4883,179.6133,219.7676,-0.098784,0.552714
mock_00408,Bilayer,Blue,154.3057,179.2793,219.7744,-0.094349,0.677856
mock_00409,Bulk,Yellow,187.5732,165.4814,121.3125,-0.327303,4.871073
mock_00410,Trilayer,Purple-Blue,127.4502,147.4268,209.9102,-0.172554,1.05856
mock_00411,Few Layers,Green,114.4658,169.46,149.4922,-0.247163,2.24548
mock_00412,Bilayer,Blue,154.584,179.3662,219.3047,-0.099706,0.721736
mock_00413,Bilayer,Blue,154.7607,179.0303,219.7373,-0.087223,0.689802
mock_00414,Monolayer,Light Blue,189.7393,204.2422,237.2744,-0.065107,0.302542
mock_00415,Monolayer,Light Blue,189.4463,204.5771,237.1836,-0.062601,0.284424
mock_00416,Few Layers,Green,114.2334,169.4219,149.5811,-0.242872,2.099903
mock_00417,Bulk,Yellow,187.6621,165.3369,121.2412,-0.338874,5.069487
mock_00418,Monolayer,Light Blue,189.3369,204.3975,237.8252,-0.059853,0.262589
mock_00419,Bilayer,Blue,154.3438,179.6279,219.7412,-0.093414,0.729198
mock_00420,Few Layers,Green,114.8066,169.2354,149.3789,-0.243177,2.009347
mock_00421,Bulk,Yellow,187.6953,165.3691,121.4727,-0.340785,4.916892
mock_00422,Monolayer,Light Blue,189.8438,204.0254,237.6367,-0.03657,0.234287
mock_00423,Trilayer,Purple-Blue,127.7363,147.4014,209.6309,-0.163614,1.012654
mock_00424,Few Layers,Green,114.4658,169.4619,149.54,-0.212178,2.125555
mock_00425,Monolayer,Light Blue,189.4756,204.0986,237.3037,-0.060684,0.260811
mock_00426,Trilayer,Purple-Blue,127.6025,147.8027,209.7051,-0.147267,0.892702
mock_00427,Bilayer,Blue,154.6025,179.3174,219.4385,-0.081637,0.570039
mock_00428,Bilayer,Blue,154.4229,179.835,219.6797,-0.111846,0.551851
mock_00429,Bulk,Yellow,187.9033,165.7822,121.0996,-0.329968,5.000171
mock_00430,Monolayer,Light Blue,189.7461,204.5088,237.5166,-0.044913,0.408487
mock_00431,Trilayer,Purple-Blue,127.2354,147.4619,209.3389,-0.150471,0.997028
mock_00432,Bilayer,Blue,154.3301,179.7383,218.96,-0.090841,0.608658
mock_00433,Bilayer,Blue,154.5264,179.3828,219.6455,-0.083304,0.616591
mock_00434,Bilayer,Blue,154.7061,179.3721,219.4375,-0.102562,0.657914
mock_00435,Bilayer,Blue,154.3701,179.5762,219.499,-0.127261,0.708663
mock_00436,Monolayer,Light Blue,189.3281,204.79,237.2842,-0.040377,0.304649
mock_00437,Trilayer,Purple-Blue,127.7227,146.9219,209.7188,-0.155581,0.863399
mock_00438,Bilayer,Blue,154.9473,179.5938,219.2109,-0.085202,0.652285
mock_00439,Bilayer,Blue,154.502,179.3662,219.7695,-0.09007,0.576142
mock_00440,Trilayer,Purple-Blue,127.5967,147.1416,209.4189,-0.145765,1.04072
mock_00441,Bilayer,Blue,154.0996,179.5791,219.7246,-0.08805,0.684751
mock_00442,Monolayer,Light Blue,189.7686,204.2764,237.5801,-0.048378,0.300236
mock_00443,Monolayer,Light Blue,189.4678,204.7178,237.7441,-0.042157,0.411681
mock_00444,Bulk,Yellow,187.126,165.583,121.6758,-0.330258,4.967259
mock_00445,Bilayer,Blue,154.4043,179.6445,219.708,-0.089528,0.754721
mock_00446,Few Layers,Green,114.6572,169.6641,149.6562,-0.238801,2.181902
mock_00447,Bulk,Yellow,187.4053,164.9678,121.3828,-0.317075,4.923876
mock_00448,Few Layers,Green,114.5742,169.5068,149.4805,-0.226204,2.232455
mock_00449,Trilayer,Purple-Blue,127.4697,147.7256,209.2344,-0.169809,0.968116
mock_00450,Bilayer,Blue,154.5117,179.6855,219.0703,-0.10244,0.659198
mock_00451,Bulk,Yellow,187.6006,165.3662,121.5752,-0.306124,4.822306
mock_00452,Few Layers,Green,114.5518,169.3096,149.7305,-0.236747,2.286635
mock_00453,Bilayer,Blue,154.6826,178.7695,219.2402,-0.086768,0.771843
mock_00454,Trilayer,Purple-Blue,127.5752,147.4922,209.8389,-0.161205,0.964142
mock_00455,Trilayer,Purple-Blue,127.8359,147.5566,209.627,-0.181012,0.968956
mock_00456,Monolayer,Light Blue,189.5449,204.7295,237.3203,-0.019516,0.277695
mock_00457,Monolayer,Light Blue,189.4365,204.4541,237.5752,-0.065952,0.266964
mock_00458,Bilayer,Blue,154.5107,179.248,219.3779,-0.101442,0.48658
mock_00459,Bulk,Yellow,187.9854,165.6826,121.7744,-0.31543,5.006342
mock_00460,Monolayer,Light Blue,189.7627,204.8027,237.3545,-0.056275,0.347218
mock_00461,Bilayer,Blue,154.7627,179.373,219.3125,-0.115133,0.742046
mock_00462,Bilayer,Blue,154.3994,179.8213,219.4209,-0.100177,0.720029
mock_00463,Monolayer,Light Blue,189.5479,204.668,237.3809,-0.011873,0.400193
mock_00464,Monolayer,Light Blue,189.8291,204.5928,237.1465,-0.047033,0.401561
mock_00465,Monolayer,Light Blue,189.8848,204.5996,237.6035,-0.067839,0.283417
mock_00466,Bulk,Yellow,187.3994,165.5234,121.4443,-0.301102,5.097724
mock_00467,Few Layers,Green,113.7881,169.7021,149.6299,-0.249189,2.202125
mock_00468,Bilayer,Blue,154.4355,179.2021,219.8838,-0.11394,0.608454
mock_00469,Monolayer,Light Blue,189.2578,204.3682,237.4072,-0.059109,0.280277
mock_00470,Bulk,Yellow,187.3682,165.4551,121.501,-0.310473,4.986338
mock_00471,Bulk,Yellow,187.6719,165.6318,121.4336,-0.321666,4.949126
mock_00472,Trilayer,Purple-Blue,127.2002,147.4814,209.5439,-0.16089,1.096934
mock_00473,Few Layers,Green,114.5146,169.25,149.6582,-0.242751,2.025783
mock_00474,Monolayer,Light Blue,189.457,204.5635,237.4727,-0.045462,0.367286
mock_00475,Few Layers,Green,114.3125,169.627,149.6152,-0.225651,2.287193
mock_00476,Few Layers,Green,114.9941,169.8135,149.3887,-0.242718,2.220488
mock_00477,Few Layers,Green,114.5557,169.8623,149.2793,-0.215904,2.133591
mock_00478,Bilayer,Blue,154.334,179.3887,219.3145,-0.093337,0.532013
mock_00479,Bilayer,Blue,154.042,179.4805,219.1426,-0.089311,0.568817
mock_00480,Bilayer,Blue,154.4941,179.457,219.5684,-0.087667,0.630225
mock_00481,Monolayer,Light Blue,189.5293,204.3008,237.5156,-0.041459,0.439458
mock_00482,Few Layers,Green,114.377,169.3389,149.208,-0.229592,2.263822
mock_00483,Few Layers,Green,114.7686,169.4404,149.5508,-0.217916,2.260858
mock_00484,Trilayer,Purple-Blue,127.4805,147.1641,209.459,-0.154686,1.02544
mock_00485,Few Layers,Green,114.8232,169.8525,149.873,-0.239109,2.233934
mock_00486,Few Layers,Green,114.4941,169.7715,149.3457,-0.249202,2.061989
mock_00487,Bulk,Yellow,187.6494,165.3369,121.5361,-0.319366,5.041923
mock_00488,Monolayer,Light Blue,189.7051,204.6836,237.6826,-0.045672,0.182064
mock_00489,Monolayer,Light Blue,190.0205,204.6943,237.5176,-0.064661,0.486861
mock_00490,Monolayer,Light Blue,189.207,204.5771,237.1855,-0.034746,0.295466
mock_00491,Bilayer,Blue,154.5703,179.8223,219.1484,-0.084253,0.729207
mock_00492,Trilayer,Purple-Blue,127.7051,147.4971,209.8398,-0.154855,0.9508
mock_00493,Monolayer,Light Blue,189.1162,204.4385,237.8232,-0.043119,0.352421
mock_00494,Few Layers,Green,114.2822,169.835,149.4346,-0.227386,2.170059
mock_00495,Trilayer,Purple-Blue,127.3906,148.0391,209.6787,-0.177561,1.017455
mock_00496,Trilayer,Purple-Blue,127.0391,147.4004,209.4824,-0.163706,0.921849
mock_00497,Few Layers,Green,114.4248,169.5254,149.0195,-0.247553,2.162858
mock_00498,Few Layers,Green,114.8545,169.6611,149.7158,-0.240009,2.09953
mock_00499,Few Layers,Green,114.5996,169.3721,149.5723,-0.237437,2.088802
mock_00500,Bulk,Yellow,187.3857,165.5977,121.4033,-0.349659,4.82023
mock_00501,Bilayer,Blue,154.499,178.959,219.6768,-0.092033,0.604103
mock_00502,Few Layers,Green,114.6963,169.7666,149.5918,-0.242534,2.266377
mock_00503,Few Layers,Green,114.0332,169.5713,149.5977,-0.251254,2.331533
mock_00504,Few Layers,Green,114.7637,170.0303,149.4609,-0.262931,2.209684
mock_00505,Bulk,Yellow,187.6592,165.8506,121.6123,-0.31843,5.029782
mock_00506,Few Layers,Green,114.3037,169.8545,150.0303,-0.223089,2.263545
mock_00507,Few Layers,Green,114.5498,169.6064,149.1367,-0.246977,2.225983
mock_00508,Few Layers,Green,114.1748,169.6602,149.6807,-0.221914,2.175683
mock_00509,Few Layers,Green,114.7354,169.3086,149.5645,-0.244046,2.239452
mock_00510,Few Layers,Green,114.4297,169.5879,149.4609,-0.250838,2.320435
mock_00511,Trilayer,Purple-Blue,127.3115,147.8809,209.6211,-0.171324,0.845443
mock_00512,Trilayer,Purple-Blue,127.8867,147.1318,209.6299,-0.18061,1.03793
mock_00513,Trilayer,Purple-Blue,127.3301,147.5576,209.4375,-0.161979,1.005267
mock_00514,Bilayer,Blue,154.9014,179.5059,219.2568,-0.115546,0.677103
mock_00515,Monolayer,Light Blue,189.7793,204.9561,237.7402,-0.085048,0.394911
mock_00516,Bilayer,Blue,154.4346,179.0791,219.3604,-0.120574,0.70446
mock_00517,Monolayer,Light Blue,189.4961,204.8379,237.7695,-0.078441,0.343201
mock_00518,Few Layers,Green,114.6816,169.6973,149.6953,-0.24796,2.1956
mock_00519,Few Layers,Green,114.3877,169.3486,149.1025,-0.229707,2.280556
mock_00520,Bulk,Yellow,187.2578,165.4453,121.7344,-0.327092,4.813822
mock_00521,Few Layers,Green,114.4883,169.6973,149.1426,-0.25311,2.285535
mock_00522,Monolayer,Light Blue,189.7627,204.6602,237.4541,-0.049568,0.31316
mock_00523,Few Layers,Green,114.2529,169.2686,149.2637,-0.257152,2.286961
mock_00524,Trilayer,Purple-Blue,128.0273,147.5479,209.1533,-0.175605,0.890019
mock_00525,Trilayer,Purple-Blue,127.6104,147.4287,209.042,-0.159819,1.020529
mock_00526,Monolayer,Light Blue,189.2803,204.6836,236.8428,-0.022684,0.354611
mock_00527,Few Layers,Green,114.5508,169.5391,149.3066,-0.232563,2.207321
mock_00528,Bilayer,Blue,154.8467,179.5703,219.6709,-0.1026,0.675839
mock_00529,Bulk,Yellow,187.4688,165.3271,121.6553,-0.33049,5.056079
mock_00530,Bilayer,Blue,154.3584,179.5635,219.3867,-0.094029,0.801254
mock_00531,Bulk,Yellow,187.9854,166.0361,121.5498,-0.331602,5.003567
mock_00532,Bulk,Yellow,187.6094,165.6221,121.2715,-0.339271,5.123381
mock_00533,Bulk,Yellow,187.8584,165.2217,121.8135,-0.300822,5.053228
mock_00534,Few Layers,Green,114.7324,169.5244,149.4766,-0.227003,2.3471
mock_00535,Few Layers,Green,114.9639,169.3867,149.083,-0.234304,2.136943
mock_00536,Monolayer,Light Blue,189.4414,204.8467,237.4639,-0.049502,0.294186
mock_00537,Bilayer,Blue,154.7705,179.8857,219.498,-0.097797,0.696804
mock_00538,Trilayer,Purple-Blue,127.3584,147.6426,209.3867,-0.165781,1.014327
mock_00539,Monolayer,Light Blue,189.3496,204.2236,237.5703,-0.031684,0.314608
mock_00540,Bulk,Yellow,187.4746,165.6299,121.1436,-0.329564,4.921076
mock_00541,Bulk,Yellow,187.6367,165.6426,121.5879,-0.315077,5.001889
mock_00542,Monolayer,Light Blue,189.4072,204.4385,237.6934,-0.038874,0.383669
mock_00543,Trilayer,Purple-Blue,127.3096,147.4316,209.4502,-0.192065,0.855773
mock_00544,Trilayer,Purple-Blue,127.6768,147.2773,209.2793,-0.162881,0.873926
mock_00545,Monolayer,Light Blue,189.1182,204.6963,237.6729,-0.051242,0.354107
mock_00546,Bulk,Yellow,187.7588,165.3447,121.6729,-0.332482,5.012691
mock_00547,Monolayer,Light Blue,189.3789,204.5977,237.2402,-0.036498,0.30052
mock_00548,Monolayer,Light Blue,189.6465,204.3408,237.127,-0.07603,0.400245
mock_00549,Monolayer,Light Blue,189.9736,204.6992,237.5801,-0.044305,0.350375
mock_00550,Bulk,Yellow,187.8701,165.5205,121.7803,-0.33163,5.077007
mock_00551,Few Layers,Green,114.1963,169.4521,149.2373,-0.235773,2.057061
mock_00552,Bulk,Yellow,187.2275,164.9814,121.21,-0.313775,4.974486
mock_00553,Few Layers,Green,114.4531,169.4473,149.498,-0.2466,2.055966
mock_00554,Bulk,Yellow,187.5439,165.4648,120.9854,-0.322194,4.858281
mock_00555,Trilayer,Purple-Blue,126.9961,147.3066,209.8486,-0.168854,1.00041
mock_00556,Monolayer,Light Blue,189.4785,204.2949,237.3906,-0.038656,0.298971
mock_00557,Monolayer,Light Blue,189.5225,204.5977,237.0693,-0.040527,0.424218
mock_00558,Trilayer,Purple-Blue,127.4111,147.8633,209.4619,-0.157621,1.051745
mock_00559,Bilayer,Blue,154.5635,179.3564,219.9648,-0.070339,0.604482
mock_00560,Monolayer,Light Blue,189.7227,204.4072,237.7432,-0.039848,0.305535
mock_00561,Monolayer,Light Blue,189.3477,204.8506,237.3633,-0.059747,0.342208
mock_00562,Few Layers,Green,114.4062,169.665,149.2373,-0.245333,2.103885
mock_00563,Few Layers,Green,114.6768,169.5879,149.3857,-0.244693,2.131531
mock_00564,Trilayer,Purple-Blue,127.3877,147.2061,209.3145,-0.16569,1.067341
mock_00565,Bilayer,Blue,154.8252,179.5879,219.4941,-0.077225,0.591687
mock_00566,Few Layers,Green,114.543,169.5918,149.4365,-0.226028,2.185094
mock_00567,Bilayer,Blue,154.4199,179.5254,219.8555,-0.085404,0.560168
mock_00568,Monolayer,Light Blue,189.3467,204.2695,237.4746,-0.051094,0.313973
mock_00569,Bulk,Yellow,187.3379,165.9229,121.4805,-0.312655,4.979407
mock_00570,Few Layers,Green,114.5742,169.624,149.3701,-0.226338,2.10026
mock_00571,Few Layers,Green,114.4492,169.7988,149.5889,-0.235109,2.21579
mock_00572,Monolayer,Light Blue,189.3125,204.5986,237.5186,-0.035393,0.410223
mock_00573,Few Layers,Green,114.3711,169.7002,149.9326,-0.231582,2.300946
mock_00574,Bilayer,Blue,154.5781,179.417,219.6758,-0.101255,0.774435
mock_00575,Bulk,Yellow,187.4395,165.0654,121.9111,-0.32803,4.887035
mock_00576,Trilayer,Purple-Blue,127.4863,147.0693,209.752,-0.146829,1.061245
mock_00577,Bilayer,Blue,154.8799,179.6768,219.4277,-0.106701,0.523919
mock_00578,Bulk,Yellow,187.5771,165.3398,121.5615,-0.334736,5.115535
mock_00579,Bilayer,Blue,154.5996,179.6123,219.2695,-0.125009,0.66105
mock_00580,Monolayer,Light Blue,189.7793,204.3701,237.8984,-0.039025,0.296353
mock_00581,Bulk,Yellow,187.2344,165.8066,121.4785,-0.32932,4.794096
mock_00582,Bilayer,Blue,154.751,180.0049,219.7637,-0.096931,0.674314
mock_00583,Bilayer,Blue,154.1816,179.4883,219.7148,-0.097271,0.829358
mock_00584,Bilayer,Blue,154.2129,178.7275,219.5361,-0.096476,0.666236
mock_00585,Few Layers,Green,114.8154,169.4824,149.8945,-0.255801,2.236249
mock_00586,Few Layers,Green,114.457,169.3721,149.1484,-0.251778,2.200718
mock_00587,Monolayer,Light Blue,189.2578,204.0352,237.1904,-0.052386,0.17682
mock_00588,Trilayer,Purple-Blue,127.9443,147.6465,209.7373,-0.152257,0.888827
mock_00589,Monolayer,Light Blue,189.5625,204.8408,237.5146,-0.062876,0.276074
mock_00590,Monolayer,Light Blue,189.5801,204.6689,237.3906,-0.04642,0.320667
mock_00591,Bulk,Yellow,187.4551,165.7051,121.7383,-0.321897,5.09758
mock_00592,Trilayer,Purple-Blue,127.5879,147.6133,209.4629,-0.125042,1.042248
mock_00593,Trilayer,Purple-Blue,127.7041,147.2295,209.0918,-0.190145,0.921759
mock_00594,Bilayer,Blue,155.2324,179.2705,219.4854,-0.105921,0.608291
mock_00595,Trilayer,Purple-Blue,127.5273,147.54,209.2393,-0.160609,0.844767
mock_00596,Trilayer,Purple-Blue,127.3604,147.1826,209.5332,-0.157222,1.067033
mock_00597,Few Layers,Green,114.5547,169.5537,149.5234,-0.217301,2.202565
mock_00598,Bulk,Yellow,187.832,165.9619,121.5811,-0.341796,4.933748
mock_00599,Bilayer,Blue,154.6055,179.583,219.5088,-0.130289,0.699613
mock_00600,Few Layers,Green,114.8906,169.7402,149.7031,-0.259646,2.145956
mock_00601,Few Layers,Green,114.3115,169.1904,149.5908,-0.259823,2.101769
mock_00602,Monolayer,Light Blue,189.6768,204.0576,237.1855,-0.046022,0.494885
mock_00603,Bulk,Yellow,187.3369,165.2656,121.5537,-0.326746,4.89519
mock_00604,Bulk,Yellow,187.2676,165.4609,121.3994,-0.32991,5.067351
mock_00605,Monolayer,Light Blue,189.5244,204.123,237.6152,-0.069779,0.334742
mock_00606,Few Layers,Green,114.2373,169.2451,149.0605,-0.223668,2.274149
mock_00607,Bulk,Yellow,187.333,165.1914,121.4336,-0.358744,4.941917
mock_00608,Monolayer,Light Blue,190.001,204.459,238.1006,-0.032653,0.327606
mock_00609,Monolayer,Light Blue,188.9219,204.1738,236.9785,-0.055504,0.317172
mock_00610,Bilayer,Blue,154.5762,179.4502,219.1445,-0.094703,0.653861
mock_00611,Trilayer,Purple-Blue,127.5391,147.3623,209.8193,-0.153878,0.912414
